podcast,episode,claim_text,Claim quality,Quick feedback claim,quote_text,Entailment quality,Quick feedback entailment,entailment score 0 to 1,"Quotes quality ",Quick feedback quote
Bankless,Immutable Live Reveal: Scaling NFTs to a Billion Players with L2/L3,"The solution involves creating a cost roll-up liquidity platform that supports dedicated L2 or L3 instances for games, enabling them to handle millions of players with high TPS.",Bad,Un-concise,"So Immutable is releasing the first cost roll up liquidity solution, which will allow games to have their own dedicated L two or L three instance, which means that now will, the Warcraft can come on board and their a hundred million players can have a dedicated 10,000 TPS or multiple instances of it while we fundamentally sold. The reason that multiple roll-ups would suck today, which is siloed liquidity and silent orders assets, can't be easily traded between them and orders can connect anywhere.",Good,Supports,0.9,Good,
Bankless,Ethereum's Next Decade | Vitalik Buterin,Technical wrong steps or side roads taken by Ethereum could have been avoided if the end state was known.,Bad,Speculative,"Like, like I think there have been a lot of these like technical wrong, either wrong steps or like side roads that we've taken that we did not actually really need to take. And like had we, if if we were just new what the end state actually looked like then like there were situations where we would've saved a lot of resources and a lot of cases come to things much more quickly.",Good,Supports,0.9,Good,
Bankless,"The Social Web3 | Protocols for a Digital Society | POAP, Lens Protocol, Disco.XYZ",A collection of protocols rather than one single protocol like Facebook is intended for building Web 3 social media.,Bad,Opinion,"And I, my gut take about the web, The Social Web three is that it's not going to be one protocol like Facebook is, but it's going to be a collection of many, many protocols. And so I want to go to Christina and next to hear about what is going on over at Lens and and what the perspective is on the web three social world from, from you, Christina.",Good,Supports,0.9,Good,
Bankless,78 - Institutional DeFi Infrastructure | Fireblocks' Michael Shaulov,The company has 500 clients with about 160 employees as of late July.,Bad,Unsubstantiated,"But two years ago, a probably the most important I'm actually the most important numbers for us is the F a R R the fact that we have 500 clients, right. And the fact that we have a, about a while we go the company of about 160 employees, right in that period of time.",Good,Related,0.7,Good,
Bankless,Celestia’s Building the Multi-Chain Universe with Nick White | Alpha Leak,Data Availability Sampling allows for an increase in block size without increasing user fees.,Bad,Unsubstantiated,"So the more, the more people using the network, the more sampling is going on and therefore the bigger block size you can get. So the fee, the fee part doesn't actually incentivize the increase in block size.",Good,Related,0.5,Good,
Bankless,"$3 Trillion in Stablecoins by 2030 | Jeremy Allaire, USDC Founder","Tokenization of real-world assets (RWAs) through smart contracts could revolutionize financial markets, with regulatory frameworks like MICA in Europe potentially accelerating this process.",Bad,Speculative,"So we're at the front edge of that and you know, in certain places laws and regulations are gonna help accelerate that. So like MICA in Europe, which goes effective, you know, June 30th, you know, all of a sudden you're gonna see it's like legal to issue these digital tokens and you know, lots of different players can be able to do it.",Good,Related,0.5,Good,
Bankless,Super Scaling with StarkWare | Uri Kolodny & Eli Ben-Sasson,ZK Starks can be used in any blockchain that requires scaling solutions.,Bad,Speculative,"That's a objective number one, but as, as David correctly pointed B before the break Zika stark technology is much bigger than just a solution for, you know, SCALING ETHEREUM. Initially, of course it can and will be adopted by, we think pretty much all blockchains that require scale.",Good,Supports,0.7,Good,
Bankless,Immutable Live Reveal: Scaling NFTs to a Billion Players with L2/L3,User-friendly solutions are crucial for Web3 gaming without compromising on security.,Bad,Unsubstantiated,And it's extremely important that that doesn't result in a bad user experience while much turns people off game.,Good,Related,0.5,Good,
Bankless,In Defense of The Ethereum Roadmap | Mike Neuder,The value of Ether is primarily driven by its role as a store of value and medium of exchange for gas fees on Ethereum L1.,Bad,Un-concise,"And in my mind, ETH as Money, eth as kind of a store of value asset is the primary driver of its value and kind of e as a consumable, eth as a utility asset is also like clearly gonna be the case.",Good,Supports,0.9,Good,
Bankless,AI ROLLUP #10: 70% AI Market Crash | Fair-Launch Tokens Good or Bad? | Virtuals’ $2M Fiscal Policy | Coinbase AI Hackathon,"AI agents can analyze and evaluate new protocols based on various factors such as smart contracts deployed, user count, and TVL",Good,,"It's gonna see whether they've deployed smart contracts on chain and then it's gonna evaluate it, you know, it's gonna see how many users it has, how much TV l it has. So you are betting that the agent is gonna be like a human David smart, aware and able to digest and analyze whether the risk is worth taking for a particular thing.",Good,Supports,0.9,Good,
Bankless,"ROLLUP: 1st Week of June (Miami Bitcoin Conference, Arbitrum Layer 2 DeFi Summer, Coinbase Apple)",DeFi Summer projects are particularly well-suited for layer two strategies and new protocols can be born within these layers.,Bad,Speculative,"Well like a lot of these new applications, new protocols, probably the next gen ones will actually be born into layer twos. So hopefully they get a good layer too.",Bad,Related,0.5,Good,
Bankless,AI ROLLUP #10: 70% AI Market Crash | Fair-Launch Tokens Good or Bad? | Virtuals’ $2M Fiscal Policy | Coinbase AI Hackathon,The Frazier team’s approach includes using trusted execution environments and verification procedures to ensure the reliability of their AI agents.,Good,,"And we're now seeing this kind of be carved out by the Frayer, Fraser Fraser team, Fraser Fraser team in terms of like their tool set that they're building out. And I've seen a number of teams actually take this approach and I believe the, the Fraser team is focusing on using trusted execution environments and also some kind of verification procedure so that you can trust that what the agent is doing is in fact what it's doing so that can act sovereign.",Good,Supports,0.9,Good,
Bankless,78 - Institutional DeFi Infrastructure | Fireblocks' Michael Shaulov,More real-world assets need to be brought into the blockchain for DeFi protocols to become effective,Bad,Opinion,"And the FIS basically is starting to deploy meant and bring more a representable assets into the blockchain for the defy to really become maybe like, you know, not only the back, but also the front really",Good,Related,0.5,Bad,Truncated
Bankless,78 - Institutional DeFi Infrastructure | Fireblocks' Michael Shaulov,More real-world assets need to be brought into the blockchain for DeFi protocols to become effective,Bad,Opinion,"But now we need basically like to bring more real-world tokens into this ecosystem for the defy protocols to be effective, right. Because, you know, the value of swapping a U as the C was the theory of them is only, is only valuable if you're a speculating on a theory, right.",Good,Supports,0.9,Good,
Bankless,"ROLLUP: 1st Week of June (Miami Bitcoin Conference, Arbitrum Layer 2 DeFi Summer, Coinbase Apple)","The price of ETH affects its economic security through various factors like legitimacy, builder attraction, on-chain activity, fee burn, staking rewards, and attack costs",Good,,"And so he has a, you know, there's four main factors that he has a, one of the, the, the, the, that part of part later, a legitimate SI by a performance in if ether goes up and it continues to go up, there's some amount of legitimacy about that. A which attracts builders, which attracts on chain activity, which attracts more feeble burn, and more staking rewards, which makes ether money, money more sound, which makes, you know, the staking inflows even better, which increase the cost of attack, which increases security, a security, Ethereum security, then there's more economic bandwidth, same path.",Good,Supports,0.9,Good,
Bankless,"ROLLUP: 1st Week of June (Miami Bitcoin Conference, Arbitrum Layer 2 DeFi Summer, Coinbase Apple)","Layer two solutions are expected to bring about an ""Cambrian explosion"" of available trustless block space and new economic activities, including micro-transactions that were previously not feasible on Ethereum due to gas costs.",Bad,Speculative,"Cambrin explosion of available trustless, block space and new possible economic activities. Like I said earlier, like all of a sudden like micro-transactions are back on the table.",Good,Supports,0.9,Good,
Bankless,AI ROLLUP #6: The Hottest AI Crypto Trends of 2025,AI agents need a step change in functionality to move beyond chat KOLs,Good,,We're gonna need to have a step change in what these agents are able to do. We need to start seeing some of the autonomous parts of these agents doing things.,Good,Supports,0.9,Good,
Bankless,Ethereum's Next Decade | Vitalik Buterin,Maintaining economic alignment through ETH is crucial for Ethereum's community and ecosystem,Good,,"Yeah, so I think the first, on the first question, like the value of eth, I mean, I think e like E is the, the biggest thing that everyone in the Ethereum ecosystem is economically aligned on. And I, and so I think maintaining a strong role for ETH is I importance just for that reason.",Good,Supports,0.9,Good,
Bankless,AI ROLLUP #10: 70% AI Market Crash | Fair-Launch Tokens Good or Bad? | Virtuals’ $2M Fiscal Policy | Coinbase AI Hackathon,AI 16 Z needs to develop a strategy to drive revenue or success of their framework,Bad,Opinion,"My personal opinion is they're gonna need to cook something up that drives revenue or success of their framework that they've built out, that they've open source for everyone to tie value back to AI 16 z. Whether that is driving more AI 16 z tokens back to the team in some sort of a treasury.",Good,Supports,0.9,Good,
Bankless,AI ROLLUP #6: The Hottest AI Crypto Trends of 2025,"Building good agentic frameworks involves leveraging LLMs into generating useful output or taking meaningful actions, similar to how a body functions with a brain.",Bad,Un-concise,The real challenge is in building good agentic frameworks is figuring out how to leverage LLMs into generating useful output or taking meaningful actions.,Bad,Related,0.7,Good,
Bankless,AI ROLLUP #6: The Hottest AI Crypto Trends of 2025,Arc Fun builds an agent infrastructure ecosystem on the Rust framework,Good,,"So Arc, the best way to think about it is this is the team that's building an agent infra ecosystem similar to virtuals and AI 16 Z. But there's a unique difference to them in the sense that they are building on the rust framework.",Good,Supports,0.9,Good,
Bankless,Where is Ethereum Headed? | Mike Ippolito & Mike Neuder,All Layer 1s are expected to converge on similar architectures.,Bad,Speculative,"And I think my, my long-term view on all of these L ones is that they're mostly commodities and that they're gonna converge on relatively the same architecture and stack.",Good,Supports,0.9,Good,
Bankless,Where is Ethereum Headed? | Mike Ippolito & Mike Neuder,"Ethereum is viewed as a protocol that runs in the background like TCP/IP, with no inherent value accrual or control over its applications",Good,,"Which I think would be great for Arbitrum, but I think would be quite bad for Ethereum because basically TCP IP is, is just this set of dumb pipes. There's like no Value Accrual, it's governed mostly by this, this group, the ITF who's like mostly appointed by the biggest like app chains.",Good,Supports,0.9,Good,
Bankless,Ethereum's Next Decade | Vitalik Buterin,Vitalik Buterin has been involved in Ethereum for about half its lifespan,Good,,So Vitalik Bankless has been around for about half of Ethereum's lifespan. Five five outta the 10 years of the blockchain.,Good,Supports,0.9,Good,
Bankless,"ROLLUP: 1st Week of June (Miami Bitcoin Conference, Arbitrum Layer 2 DeFi Summer, Coinbase Apple)",Uniswap is a decentralized exchange which is antithetical to the state control in China,Good,,"So I think, I think somebody had had an oopsies, a, somebody did not think about the cause like the, the uniswap the uniswap. If you look on that on the screen, it says the decentralized exchange, what is more antithetical to China, then something that is decentralized.",Good,Supports,0.9,Good,
Bankless,Where is Ethereum Headed? | Mike Ippolito & Mike Neuder,"There is a comparison between Bitcoin as an application chain that only produces BTC, which could be analogous to how Ethereum's mainnet is becoming more constrained while L2s handle most of the complexity",Bad,Un-concise,"It's pretty like constrained because all the complexity got pushed up to the layer twos. And I think that's kind of kind of aligned with the vibe of the last two years of Ethereum all the users going to layer twos, all the, of the assets going to layer twos.",Bad,Related,0.5,Bad,Truncated
Bankless,In Defense of The Ethereum Roadmap | Mike Neuder,Layer 2 solutions might use Ethereum's Data Availability layer to preserve Property Rights guarantees.,Good,,"Okay. So we've talked about maybe a main reason why layer twos need effectively in order to preserve Ethereum's level of Property, Rights guarantees need to use Ethereum for both settlement and da Data Availability.",Good,Supports,0.9,Good,
Bankless,AI ROLLUP #10: 70% AI Market Crash | Fair-Launch Tokens Good or Bad? | Virtuals’ $2M Fiscal Policy | Coinbase AI Hackathon,The Frazier team is working on a set of tools that can create sovereign AI embedded on-chain.,Bad,Unsubstantiated,"So the Razia team, the, what they're building, the arc of what they're building is a set of tools that all kind of compose together. Once the tools are refined, perfected ready for production, they kind of compose together into what they want to create, which is sovereign on chain, embedded ai.",Good,Related,0.7,Good,
Bankless,AI ROLLUP #10: 70% AI Market Crash | Fair-Launch Tokens Good or Bad? | Virtuals’ $2M Fiscal Policy | Coinbase AI Hackathon,There's an internal bear market within a broader secular bull market for AI tokens,Bad,Unsubstantiated,"So I think things have kind of come back down to reality, which is, I know, call it like an internal to a broader secular bull market. A bear market.",Good,Related,0.7,Good,
Bankless,Where is Ethereum Headed? | Mike Ippolito & Mike Neuder,There is a catch-22 in balancing the desire to create value with the need to avoid being overly greedy,Good,,"And so that's the weird catch 22 of this where you don't wanna be overly greedy Right. And rake too much outta the value that, you know, you're creating in your ecosystem.",Good,Supports,0.9,Good,
Bankless,AI ROLLUP #6: The Hottest AI Crypto Trends of 2025,Virtual worlds or metaverses are being enriched by integrating AI agents that have their own personalities,Bad,Speculative,"So it, it's pretty cool to see like a lot of this interactivity and what you are looking at right now are these NPCs, these non playable characters. But the point of this that's being demonstrated here is what if you could plug agents into every one of these little things and they had their own personalities that would make the whole metaverse virtual world interaction way more richer than what it was in the previous cycle.",Good,Related,0.7,Good,
Bankless,Where is Ethereum Headed? | Mike Ippolito & Mike Neuder,The Ethereum community is experiencing a schism over whether to focus on scaling the layer one or continue focusing on rollup-centric roadmaps.,Good,,"We're, but also going full rollup centric roadmap and being celestia and having no execution or settlement at the layer one is also not what we want. And so, right, right now the schism is actually kind of having happening pretty narrowly between a narrow, like, oh, let's take the late game priority of the Ethereum layer one, which was execution.",Good,Supports,0.9,Bad,Truncated
Bankless,Super Scaling with StarkWare | Uri Kolodny & Eli Ben-Sasson,The technology is modular and can be adopted by various blockchain networks beyond Ethereum.,Good,,And Zika tech is actually a platform agnostic tech. And so we actually can talk about this tech outside of Ethereum.,Good,Supports,0.9,Good,
Bankless,Ethereum's Next Decade | Vitalik Buterin,ZK VMs are almost production-ready this year and can help scale L1 by allowing a portion of nodes to use ZK VMs for validation.,Bad,Un-concise,So the big one of course is ZK VMs and ZK VMs are like almost production ready this year in a way that was totally not true I think even one year ago. So that's one thing that a lot of us are leaning in on explicitly.,Good,Related,0.5,Bad,Truncated
Bankless,78 - Institutional DeFi Infrastructure | Fireblocks' Michael Shaulov,Fireblocks raised over $300 million at a $2 billion valuation.,Good,,"So in late July, they raised over $310 million at a $2 billion valuation. Just blows my mind if you're in the crypto institutional space, you already know about Fireblocks, but if you're not, maybe if you're a BANKLESS Lyster, its kind of a defined power user than Fireblocks is probably one of the most important companies in crypto that you've not heard of.",Good,Supports,0.9,Good,
Bankless,In Defense of The Ethereum Roadmap | Mike Neuder,"Rollups expand Ethereum block space, which is related but not exactly equivalent to expanding the Property Rights system.",Bad,Unsubstantiated,Because we have two different things here. We have Property Rights and then we have Ethereum block space.,Good,Related,0.5,Bad,Truncated
Bankless,"ROLLUP: 1st Week of June (Miami Bitcoin Conference, Arbitrum Layer 2 DeFi Summer, Coinbase Apple)","Transaction fees reflect the level of security provided by different Ethereum solutions (roll-ups, side chains)",Bad,Speculative,"And then it goes to Ethereum side chain, a 2.0, zero $2 per so a to 0.2 pennies for a one transaction. If you're in a side chain and was like MADEC, and he goes different price points for different levels of security.",Good,Supports,0.9,Good,
Bankless,"The Social Web3 | Protocols for a Digital Society | POAP, Lens Protocol, Disco.XYZ","The data layer provided by platforms like POAP needs to be clean, reputable and have integrity",Good,,"And so then this is a lot of what our curation body is currently going through, you know, on a case by case basis, trying to assess what qualifies as attendance, what qualifies as an event, because these things can kind of get very, very hairy when you start thinking about the details and the reason it matters so much is precisely w w what we're discussing here is that if we're kind of providing that fundamental data layer, that data layer does need to be clean. It needs to have integrity.",Good,Supports,0.9,Good,
Bankless,In Defense of The Ethereum Roadmap | Mike Neuder,The main goal of the Ethereum Rollups centric roadmap is to grow the amount of economic activity in the Ethereum ecosystem.,Bad,Unsubstantiated,"And I think that is the meme of ETH as Money articulated perhaps in this like Ethereum Rollups centric roadmap. Yeah,",Good,Related,0.5,Bad,Truncated
Bankless,"$3 Trillion in Stablecoins by 2030 | Jeremy Allaire, USDC Founder","Large consumer FinTech products are integrating blockchain technology, which will lead to a more widespread adoption of crypto infrastructure.",Bad,Speculative,"You know, another major Latin American giant Mercado Libre, you know, doing amazing things by sort of bringing these in. And we're seeing this happen around the world, which is super apps, large scale like consumer FinTech products that already exist are basically building in blockchain infra and they're building in Web3 clients.",Good,Related,0.7,Good,
